# Temperatura: 23.6 C
# Rel. vlažnost: 34 %

# Kapljice se pri prostem padu premikajo s hitrostjo v in jih ustavimo z napetjo U.

# v [um/s]  U[V]
70.000	141.000
51.500	201.000
69.900	201.000
73.300	127.000
79.200	180.000
58.100	114.000
27.100	153.000
20.400	30.800
46.600	52.800
34.200	101.000
12.900	9.190
28.400	37.500
27.300	49.000
33.300	63.200
24.600	127.000
11.300	18.100
73.000	124.000
30.400	194.000
31.300	56.900
47.700	158.000
8.750	26.300
69.500	188.000
46.000	156.000
41.300	255.000
55.500	100.000
27.600	49.400
46.000	101.000
82.200	183.000
42.200	84.800
58.000	107.000
40.700	87.500
45.400	100.000
56.300	227.000
22.800	113.000
37.000	37.700
50.300	179.000
29.900	163.000
99.900	193.000
52.700	93.800
92.300	178.000
26.400	22.400
116.000	248.000
40.000	82.300
62.700	225.000
47.200	157.000
27.700	74.800
62.900	122.000
43.300	70.400
25.200	61.100
56.900	107.000
