67,505	 4,608
65,670	 26,370
143,371	 2,564
70,459	 0,868
109,122	 48,364
198,367	 9,312
199,655	 10,640
135,869	 65,291
190,798	 64,048
199,634	 161,823
99,617	 37,417
191,740	 37,267
194,452	 148,005
131,182	 60,401
136,318	 47,317
175,085	 0,930
190,043	 78,138
109,125	 35,103
193,182	 92,298
140,614	 24,686
104,844	 34,087
222,531	 12,136
63,723	 23,000
103,660	 30,163
112,306	 76,745
196,011	 100,804
201,446	 5,563
105,991	 31,740
192,585	 21,888
205,337	 135,567
186,882	 44,802
136,727	 13,995
99,592	 32,436
72,804	 1,237
135,117	 57,138
135,091	 71,015
118,131	 81,165
169,023	 28,198
187,653	 68,058
222,452	 134,401
208,141	 139,285
106,126	 18,048
72,006	 56,797
110,666	 9,797
163,455	 60,308
103,380	 39,235
108,676	 73,501
134,287	 61,302
234,218	 158,147
214,169	 66,929
