70.459;0.868;0.548242125;1.06865E-19
67.505;4.608;0.521207708;1.08043E-19
72.804;1.237;0.555971168;1.10931E-19
63.723;23;0.419387755;1.29932E-19
65.67;26.37;0.411995184;1.37898E-19
110.666;9.797;0.660046787;1.80483E-19
106.126;18.048;0.616779011;1.86043E-19
72.006;56.797;0.256298576;1.92978E-19
99.592;32.436;0.538565183;1.9781E-19
103.66;30.163;0.563417938;2.00499E-19
99.617;37.417;0.518311752;2.0531E-19
105.991;31.74;0.566300594;2.06354E-19
104.844;34.087;0.552815956;2.08152E-19
103.38;39.235;0.526353201;2.13672E-19
109.125;35.103;0.565426647;2.16088E-19
143.371;2.564;0.779844452;2.18646E-19
136.727;13.995;0.728072738;2.25818E-19
109.122;48.364;0.512268438;2.35952E-19
140.614;24.686;0.707603603;2.47659E-19
175.085;0.93;0.867288999;2.63713E-19
108.676;73.501;0.389774046;2.72945E-19
136.318;47.317;0.620002309;2.7513E-19
112.306;76.745;0.391906843;2.83244E-19
131.182;60.401;0.552909702;2.87038E-19
135.117;57.138;0.580342925;2.88044E-19
134.287;61.302;0.561452048;2.9304E-19
169.023;28.198;0.779894296;2.95485E-19
118.131;81.165;0.399573882;2.98594E-19
135.869;65.291;0.55211626;3.01386E-19
135.091;71.015;0.526070029;3.08797E-19
201.446;5.563;0.919801762;3.10149E-19
198.367;9.312;0.903628558;3.11153E-19
199.655;10.64;0.903532959;3.15073E-19
192.585;21.888;0.858635436;3.21332E-19
163.455;60.308;0.667458341;3.35251E-19
191.74;37.267;0.816812085;3.43108E-19
186.882;44.802;0.783361707;3.47119E-19
222.531;12.136;0.953264832;3.51588E-19
190.798;64.048;0.739894583;3.81821E-19
187.653;68.058;0.718707829;3.83117E-19
190.043;78.138;0.695217362;4.018E-19
214.169;66.929;0.797459743;4.21153E-19
193.182;92.298;0.660095863;4.27718E-19
196.011;100.804;0.641254321;4.44701E-19
205.337;135.567;0.548946759;5.10756E-19
194.452;148.005;0.447893436;5.13083E-19
208.141;139.285;0.545339253;5.20528E-19
222.452;134.401;0.616684468;5.34652E-19
199.634;161.823;0.404114976;5.4155E-19
234.218;158.147;0.573199003;5.87857E-19
